0.49,0.29,0.48,0.50,0.56,0.35
0.07,0.40,0.48,0.50,0.54,0.44
0.56,0.40,0.48,0.50,0.49,0.46
0.59,0.49,0.48,0.50,0.52,0.36
0.23,0.32,0.48,0.50,0.55,0.35
0.67,0.39,0.48,0.50,0.36,0.46
0.29,0.28,0.48,0.50,0.44,0.34
0.21,0.34,0.48,0.50,0.51,0.39
0.20,0.44,0.48,0.50,0.46,0.57
0.42,0.40,0.48,0.50,0.56,0.30
0.42,0.24,0.48,0.50,0.57,0.37
0.25,0.48,0.48,0.50,0.44,0.29
0.39,0.32,0.48,0.50,0.46,0.35
0.51,0.50,0.48,0.50,0.46,0.35
0.22,0.43,0.48,0.50,0.48,0.28
0.25,0.40,0.48,0.50,0.46,0.52
0.34,0.45,0.48,0.50,0.38,0.35
0.44,0.27,0.48,0.50,0.55,0.58
0.23,0.40,0.48,0.50,0.39,0.38
0.41,0.57,0.48,0.50,0.39,0.32
0.40,0.45,0.48,0.50,0.38,0.00
0.31,0.23,0.48,0.50,0.73,0.14
0.51,0.54,0.48,0.50,0.41,0.43
0.30,0.16,0.48,0.50,0.56,0.23
0.36,0.39,0.48,0.50,0.48,0.23
0.29,0.37,0.48,0.50,0.48,0.52
0.25,0.40,0.48,0.50,0.47,0.42
0.21,0.51,0.48,0.50,0.50,0.41
0.43,0.37,0.48,0.50,0.53,0.44
0.43,0.39,0.48,0.50,0.47,0.41
0.53,0.38,0.48,0.50,0.44,0.36
0.34,0.33,0.48,0.50,0.38,0.44
0.56,0.51,0.48,0.50,0.34,0.46
0.40,0.29,0.48,0.50,0.42,0.44
0.24,0.35,0.48,0.50,0.31,0.31
0.36,0.54,0.48,0.50,0.41,0.46
0.29,0.52,0.48,0.50,0.42,0.39
0.65,0.47,0.48,0.50,0.59,0.40
0.32,0.42,0.48,0.50,0.35,0.38
0.38,0.46,0.48,0.50,0.48,0.29
0.33,0.45,0.48,0.50,0.52,0.41
0.30,0.37,0.48,0.50,0.59,0.49
0.40,0.50,0.48,0.50,0.45,0.47
0.28,0.38,0.48,0.50,0.50,0.42
0.61,0.45,0.48,0.50,0.48,0.41
0.17,0.38,0.48,0.50,0.45,0.50
0.44,0.35,0.48,0.50,0.55,0.61
0.43,0.40,0.48,0.50,0.39,0.39
0.42,0.35,0.48,0.50,0.58,0.27
0.23,0.33,0.48,0.50,0.43,0.43
0.37,0.52,0.48,0.50,0.42,0.36
0.29,0.30,0.48,0.50,0.45,0.17
0.22,0.36,0.48,0.50,0.35,0.47
0.23,0.58,0.48,0.50,0.37,0.59
0.47,0.47,0.48,0.50,0.22,0.26
0.54,0.47,0.48,0.50,0.28,0.42
0.51,0.37,0.48,0.50,0.35,0.45
0.40,0.35,0.48,0.50,0.45,0.42
0.44,0.34,0.48,0.50,0.30,0.43
0.42,0.38,0.48,0.50,0.54,0.43
0.44,0.56,0.48,0.50,0.50,0.54
0.52,0.36,0.48,0.50,0.41,0.38
0.36,0.41,0.48,0.50,0.48,0.54
0.18,0.30,0.48,0.50,0.46,0.35
0.47,0.29,0.48,0.50,0.51,0.43
0.24,0.43,0.48,0.50,0.54,0.59
0.25,0.37,0.48,0.50,0.41,0.42
0.52,0.57,0.48,0.50,0.42,0.54
0.25,0.37,0.48,0.50,0.43,0.36
0.35,0.48,0.48,0.50,0.56,0.48
0.26,0.26,0.48,0.50,0.34,0.35
0.44,0.51,0.48,0.50,0.47,0.36
0.37,0.50,0.48,0.50,0.42,0.45
0.44,0.42,0.48,0.50,0.42,0.20
0.24,0.43,0.48,0.50,0.37,0.38
0.42,0.30,0.48,0.50,0.48,0.36
0.48,0.42,0.48,0.50,0.45,0.35
0.41,0.48,0.48,0.50,0.51,0.51
0.44,0.28,0.48,0.50,0.43,0.37
0.29,0.41,0.48,0.50,0.48,0.46
0.34,0.28,0.48,0.50,0.41,0.44
0.41,0.43,0.48,0.50,0.45,0.41
0.29,0.47,0.48,0.50,0.41,0.34
0.34,0.55,0.48,0.50,0.58,0.41
0.36,0.56,0.48,0.50,0.43,0.53
0.40,0.46,0.48,0.50,0.52,0.56
0.50,0.49,0.48,0.50,0.49,0.53
0.52,0.44,0.48,0.50,0.37,0.42
0.50,0.51,0.48,0.50,0.27,0.34
0.53,0.42,0.48,0.50,0.16,0.39
0.34,0.46,0.48,0.50,0.52,0.44
0.40,0.42,0.48,0.50,0.37,0.27
0.41,0.43,0.48,0.50,0.50,0.25
0.30,0.45,0.48,0.50,0.36,0.32
0.31,0.47,0.48,0.50,0.29,0.39
0.64,0.76,0.48,0.50,0.45,0.38
0.35,0.37,0.48,0.50,0.30,0.43
0.57,0.54,0.48,0.50,0.37,0.33
0.65,0.55,0.48,0.50,0.34,0.28
0.51,0.46,0.48,0.50,0.58,0.41
0.38,0.40,0.48,0.50,0.63,0.35
0.24,0.57,0.48,0.50,0.63,0.43
0.38,0.26,0.48,0.50,0.54,0.28
0.33,0.47,0.48,0.50,0.53,0.29
0.24,0.34,0.48,0.50,0.38,0.40
0.26,0.50,0.48,0.50,0.44,0.41
0.44,0.49,0.48,0.50,0.39,0.40
0.43,0.32,0.48,0.50,0.33,0.52
0.49,0.43,0.48,0.50,0.49,0.40
0.47,0.28,0.48,0.50,0.56,0.25
0.32,0.33,0.48,0.50,0.60,0.20
0.34,0.35,0.48,0.50,0.51,0.56
0.35,0.34,0.48,0.50,0.46,0.27
0.38,0.30,0.48,0.50,0.43,0.39
0.38,0.44,0.48,0.50,0.43,0.31
0.41,0.51,0.48,0.50,0.58,0.31
0.34,0.42,0.48,0.50,0.41,0.43
0.51,0.49,0.48,0.50,0.53,0.26
0.25,0.51,0.48,0.50,0.37,0.50
0.29,0.28,0.48,0.50,0.50,0.50
0.25,0.26,0.48,0.50,0.39,0.42
0.24,0.41,0.48,0.50,0.49,0.34
0.17,0.39,0.48,0.50,0.53,0.39
0.04,0.31,0.48,0.50,0.41,0.39
0.61,0.36,0.48,0.50,0.49,0.44
0.34,0.51,0.48,0.50,0.44,0.46
0.28,0.33,0.48,0.50,0.45,0.33
0.40,0.46,0.48,0.50,0.42,0.44
0.23,0.34,0.48,0.50,0.43,0.37
0.37,0.44,0.48,0.50,0.42,0.47
0.00,0.38,0.48,0.50,0.42,0.55
0.39,0.31,0.48,0.50,0.38,0.43
0.30,0.44,0.48,0.50,0.49,0.33
0.27,0.30,0.48,0.50,0.71,0.39
0.17,0.52,0.48,0.50,0.49,0.46
0.36,0.42,0.48,0.50,0.53,0.41
0.30,0.37,0.48,0.50,0.43,0.30
0.26,0.40,0.48,0.50,0.36,0.37
0.40,0.41,0.48,0.50,0.55,0.33
0.22,0.34,0.48,0.50,0.42,0.39
0.44,0.35,0.48,0.50,0.44,0.59
0.27,0.42,0.48,0.50,0.37,0.43
0.16,0.43,0.48,0.50,0.54,0.37
0.06,0.61,0.48,0.50,0.49,0.37
0.44,0.52,0.48,0.50,0.43,0.54
0.63,0.47,0.48,0.50,0.51,0.84
0.23,0.48,0.48,0.50,0.59,0.89
0.34,0.49,0.48,0.50,0.58,0.80
0.43,0.40,0.48,0.50,0.58,0.78
0.46,0.61,0.48,0.50,0.48,0.87
0.27,0.35,0.48,0.50,0.51,0.79
0.52,0.39,0.48,0.50,0.65,0.73
0.29,0.47,0.48,0.50,0.71,0.69
0.55,0.47,0.48,0.50,0.57,0.80
0.12,0.67,0.48,0.50,0.74,0.63
0.40,0.50,0.48,0.50,0.65,0.84
0.73,0.36,0.48,0.50,0.53,0.92
0.84,0.44,0.48,0.50,0.48,0.74
0.48,0.45,0.48,0.50,0.60,0.80
0.54,0.49,0.48,0.50,0.40,0.88
0.48,0.41,0.48,0.50,0.51,0.88
0.50,0.66,0.48,0.50,0.31,0.92
0.72,0.46,0.48,0.50,0.51,0.70
0.47,0.55,0.48,0.50,0.58,0.75
0.33,0.56,0.48,0.50,0.33,0.80
0.64,0.58,0.48,0.50,0.48,0.73
0.54,0.57,0.48,0.50,0.56,0.83
0.47,0.59,0.48,0.50,0.52,0.79
0.63,0.50,0.48,0.50,0.59,0.86
0.49,0.42,0.48,0.50,0.53,0.81
0.31,0.50,0.48,0.50,0.57,0.85
0.74,0.44,0.48,0.50,0.55,0.89
0.33,0.45,0.48,0.50,0.45,0.89
0.45,0.40,0.48,0.50,0.61,0.77
0.71,0.40,0.48,0.50,0.71,0.74
0.50,0.37,0.48,0.50,0.66,0.69
0.66,0.53,0.48,0.50,0.59,0.66
0.60,0.61,0.48,0.50,0.54,0.71
0.83,0.37,0.48,0.50,0.61,0.74
0.34,0.51,0.48,0.50,0.67,0.90
0.63,0.54,0.48,0.50,0.65,0.81
0.70,0.40,0.48,0.50,0.56,0.83
0.60,0.50,1.00,0.50,0.54,0.80
0.16,0.51,0.48,0.50,0.33,0.48
0.74,0.70,0.48,0.50,0.66,0.69
0.20,0.46,0.48,0.50,0.57,0.81
0.89,0.55,0.48,0.50,0.51,0.76
0.70,0.46,0.48,0.50,0.56,0.73
0.12,0.43,0.48,0.50,0.63,0.74
0.61,0.52,0.48,0.50,0.54,0.52
0.33,0.37,0.48,0.50,0.46,0.69
0.63,0.65,0.48,0.50,0.66,0.71
0.41,0.51,0.48,0.50,0.53,0.78
0.34,0.67,0.48,0.50,0.52,0.79
0.58,0.34,0.48,0.50,0.56,0.81
0.59,0.56,0.48,0.50,0.55,0.82
0.51,0.40,0.48,0.50,0.57,0.67
0.50,0.57,0.48,0.50,0.71,0.66
0.60,0.46,0.48,0.50,0.45,0.83
0.37,0.47,0.48,0.50,0.39,0.79
0.58,0.55,0.48,0.50,0.57,0.74
0.36,0.47,0.48,0.50,0.51,0.72
0.39,0.41,0.48,0.50,0.52,0.75
0.35,0.51,0.48,0.50,0.61,0.74
0.31,0.44,0.48,0.50,0.50,0.82
0.61,0.66,0.48,0.50,0.46,0.88
0.48,0.49,0.48,0.50,0.52,0.71
0.11,0.50,0.48,0.50,0.58,0.68
0.31,0.36,0.48,0.50,0.58,0.94
0.68,0.51,0.48,0.50,0.71,0.78
0.69,0.39,0.48,0.50,0.57,0.79
0.52,0.54,0.48,0.50,0.62,0.79
0.46,0.59,0.48,0.50,0.36,0.23
0.36,0.45,0.48,0.50,0.38,0.17
0.00,0.51,0.48,0.50,0.35,0.44
0.10,0.49,0.48,0.50,0.41,0.21
0.30,0.51,0.48,0.50,0.42,0.34
0.61,0.47,0.48,0.50,0.00,0.32
0.63,0.75,0.48,0.50,0.64,0.66
0.71,0.52,0.48,0.50,0.64,0.99
0.85,0.53,0.48,0.50,0.53,0.35
0.63,0.49,0.48,0.50,0.54,0.79
0.75,0.55,1.00,1.00,0.40,0.30
0.70,0.39,1.00,0.50,0.51,0.84
0.72,0.42,0.48,0.50,0.65,0.79
0.79,0.41,0.48,0.50,0.66,0.83
0.83,0.48,0.48,0.50,0.65,0.79
